   4 -907.90065262 1m
   5 -907.91449149 1m24.21s
   6 -907.91179982 1m47.56s
   7 -907.91185338 2m
   8 -907.91088875 2m27.87s
   9 -907.91179467 3m
  10 -907.91153228 3m17.93s
  11 -907.91148007 3m48.78s
  12 -907.91146798 4m22.58s
  13 -907.91152263 4m54.82s
  14 -907.91149944 5m54.79s
  15 -907.91149121 6m34.22s
  16 -907.91149473 7m14.26s
  17 -907.91149844 7m33.16s
  18 -907.91149672 8m14.62s
  19 -907.91149495 9m
  20 -907.91149688 9m57.11s
