   4 -452.97770497 1m27.82s
   5 -452.97338635 2m14.89s
   6 -452.96804060 2m37.45s
   7 -452.96739003 3m
   8 -452.97327693 3m40.05s
   9 -452.97207681 4m38.40s
  10 -452.97050607 4m51.00s
  11 -452.97208455 4m56.71s
  12 -452.97283802 6m52.19s
  13 -452.97211204 6m
  14 -452.97178366 7m28.09s
  15 -452.97202262 10m17.53s
  16 -452.97195161 8m20.89s
  17 -452.97193891 10m12.72s
  18 -452.97208351 9m59.38s
  19 -452.97204609 13m15.44s
