  10 -448.44790379 1m11.97s
  15 -451.48482128 1m48.97s
  20 -452.50994992 1m26.54s
  25 -452.84767225 1m37.53s
  30 -452.95050107 1m28.52s
  35 -452.97423524 1m33.27s
  40 -452.97770497 1m31.61s
  45 -452.97811321 1m41.87s
  50 -452.97913305 2m12.37s
  60 -452.98178831 2m38.40s
  70 -452.98282656 3m15.49s
  80 -452.98292871 3m44.45s
 100 -452.98336713 5m
